NCESSCH School ID,CT Unemployment Rate,CT Pct Adults with College Degree,CT Pct Childre In Married Couple Family,CT Median Household Income,School ACT average (or equivalent if SAT score),School Pct Free and Reduced Lunch
340753003136,4%,89%,82%,116583,25.23,2%
340759003006,6%,51%,41%,48810,23.89,5%
340768002104,11%,48%,42%,47410,15.32,63%
340774000787,10%,66%,92%,85924,21.25,19%
340774004612,14%,61%,87%,104045,21.91,10%
340780004264,4%,71%,89%,96500,21.08,8%
340783000391,11%,60%,57%,41793,16.54,54%
340783002772,19%,51%,18%,32426,14.00,65%
340783002774,6%,78%,47%,54298,14.07,64%
340783002776,7%,59%,42%,35862,13.73,67%
340783002778,8%,90%,95%,95213,26.26,35%
340783002780,13%,44%,22%,36850,16.61,62%
340783003121,16%,44%,20%,33971,22.33,64%
340786003880,12%,46%,54%,44115,19.13,59%
340789002866,19%,49%,53%,57938,19.71,40%
340792000209,9%,59%,74%,100680,20.32,17%
340795003888,3%,51%,65%,40776,19.30,42%
340798002580,6%,65%,69%,73036,22.01,13%
340804004282,7%,66%,78%,98546,24.40,1%
340806005372,10%,68%,73%,69191,22.13,8%
340810005935,15%,59%,61%,54458,21.52,20%
340819004818,8%,62%,77%,89683,22.06,8%
340822004636,4%,40%,86%,44506,15.07,76%
340840003152,9%,79%,77%,89196,22.74,16%
340849000701,12%,41%,100%,37117,22.79,7%
340849001092,6%,79%,86%,105759,23.01,7%
340849001094,5%,61%,69%,83940,22.96,9%
340849001096,6%,82%,75%,108791,23.47,4%
340850005378,5%,68%,73%,86164,21.18,9%
340852000534,6%,76%,79%,74698,23.35,16%
340861005556,8%,57%,83%,72364,18.15,46%
340864000429,9%,35%,51%,31875,18.27,61%
340882002126,9%,85%,83%,117212,25.79,1%
340885000550,7%,69%,79%,80848,18.88,47%
340894003904,17%,68%,69%,47079,17.00,63%
340909001720,12%,47%,79%,51250,20.15,30%
340912005064,12%,51%,76%,54844,21.40,19%
340921000568,5%,61%,89%,70313,19.47,19%
340924004300,5%,77%,67%,67035,24.30,6%
340927003496,7%,83%,98%,141875,22.28,19%
340933000586,10%,90%,74%,96897,24.38,7%
340936000158,8%,75%,88%,92969,22.45,21%
340942003940,5%,84%,89%,84386,22.59,9%
340945004660,2%,62%,100%,45833,21.28,23%
340955005844,9%,69%,82%,83953,22.86,6%
340963005238,11%,38%,72%,42768,20.37,33%
340966001104,13%,55%,77%,59545,20.32,31%
340975003958,9%,73%,90%,101370,21.89,21%
340999003392,5%,85%,83%,127045,23.91,9%
341002001732,9%,52%,68%,58854,21.32,31%
341005003404,8%,60%,75%,63667,20.71,20%
341008003176,6%,71%,81%,94813,17.20,31%
341008003420,6%,71%,81%,94813,19.32,31%
341008003424,6%,34%,42%,32861,17.42,61%
341008003426,8%,86%,97%,91225,17.15,59%
341008003428,3%,53%,44%,54052,28.97,6%
341011003976,9%,70%,93%,104159,21.79,13%
341011003978,6%,91%,97%,174844,23.47,7%
341014000608,3%,76%,90%,85966,23.25,5%
341020002148,4%,84%,82%,94917,27.82,2%
341032001868,23%,41%,41%,37025,19.86,47%
341044004026,4%,86%,87%,135795,21.76,13%
341047002594,12%,53%,56%,51912,20.89,22%
341050003438,0%,82%,100%,56422,22.50,8%
341056002166,9%,84%,72%,76250,23.86,17%
341059005250,9%,89%,87%,175156,27.14,3%
341065004332,3%,85%,87%,112778,24.50,3%
341071001132,8%,88%,84%,124602,25.01,8%
341074004352,9%,70%,76%,99886,22.06,19%
341074004354,6%,62%,79%,74080,23.21,7%
341081004366,2%,61%,61%,95199,23.21,21%
341098004398,8%,75%,79%,94404,23.55,8%
341101004416,9%,95%,89%,168611,25.26,1%
341116004032,18%,57%,46%,48173,18.17,40%
341122003454,8%,42%,62%,55433,18.15,79%
341128000624,6%,73%,77%,83375,20.98,7%
341131005592,5%,86%,87%,122471,25.31,3%
341134000139,21%,21%,27%,38000,18.71,81%
341134000791,34%,35%,7%,15735,16.76,78%
341134002188,21%,54%,23%,29725,17.12,71%
341134002190,18%,64%,18%,35987,13.51,69%
341134002192,14%,50%,23%,36845,14.58,83%
341134002194,10%,29%,49%,41971,17.12,76%
341134002198,25%,30%,21%,22367,13.07,86%
341134002200,8%,90%,33%,72663,23.38,70%
341134002202,26%,47%,25%,26394,19.03,74%
341134002206,27%,50%,35%,39250,13.41,80%
341134003158,28%,29%,19%,19395,17.81,64%
341140005384,12%,45%,59%,35265,22.74,13%
341143000636,11%,72%,68%,64196,20.18,13%
341146002882,11%,55%,54%,60156,19.18,56%
341149003480,11%,65%,54%,59234,22.55,31%
341161003024,7%,75%,83%,101923,24.72,2%
341161003026,14%,79%,75%,95357,25.28,4%
341164005258,9%,39%,58%,71399,18.88,53%
341170001182,7%,77%,93%,124619,21.52,11%
341173000646,10%,90%,91%,124821,24.84,0%
341176000650,11%,75%,89%,111480,25.67,1%
341176000652,5%,87%,93%,135114,24.87,1%
341188002378,10%,61%,72%,62721,20.76,9%
341197001746,5%,80%,53%,57321,22.45,13%
341206004058,8%,78%,77%,90372,22.23,21%
341226000786,8%,84%,92%,114757,24.13,0%
341227002396,15%,40%,34%,27907,15.83,74%
341236000682,10%,54%,85%,52853,21.47,27%
341239001188,6%,64%,91%,76759,18.27,36%
341242000688,3%,78%,86%,97361,23.08,4%
341245000710,8%,77%,86%,95863,23.47,4%
341248004430,6%,69%,89%,34583,23.50,13%
341248004432,8%,85%,95%,105372,24.11,10%
341251000718,7%,79%,78%,103361,24.52,1%
341251000720,5%,76%,81%,116838,23.42,1%
341254004836,8%,31%,25%,32886,17.15,78%
341257004858,11%,60%,81%,76134,21.28,23%
341260004856,12%,47%,55%,54241,18.22,65%
341269000809,2%,21%,59%,32292,16.71,86%
341269003101,15%,28%,33%,23783,-3.07,80%
341269003103,15%,28%,33%,23783,12.83,84%
341269003105,15%,28%,33%,23783,14.05,84%
341269003107,13%,32%,25%,31563,-3.07,85%
341269003109,6%,34%,14%,25000,-3.07,84%
341269003168,19%,30%,52%,31766,14.66,83%
341269003169,19%,30%,52%,31766,15.95,87%
341269003170,19%,30%,52%,31766,13.19,80%
341269003171,19%,30%,52%,31766,13.24,84%
341269005998,15%,26%,28%,33606,15.56,75%
341272002608,19%,41%,42%,41061,17.22,61%
341281001202,16%,38%,49%,56150,20.40,34%
341284005048,13%,66%,95%,55048,18.47,55%
341287001610,14%,39%,63%,45000,18.39,51%
341290004470,6%,82%,97%,80077,23.79,3%
341293003530,7%,37%,28%,71250,17.52,77%
341296005852,8%,37%,67%,42473,22.52,24%
341299000432,9%,57%,65%,66290,19.10,32%
341300005917,9%,63%,73%,59483,21.35,32%
341305003554,8%,84%,87%,66250,22.01,18%
341308002616,11%,65%,83%,65721,20.05,12%
341311005080,9%,58%,80%,66821,19.52,26%
341314003041,6%,54%,62%,76214,18.54,61%
341314005604,10%,65%,54%,68400,15.51,80%
341320000192,19%,40%,22%,34740,14.51,71%
341323000341,7%,52%,75%,74938,21.28,12%
341329004692,10%,62%,80%,81435,22.77,13%
341332004702,7%,65%,76%,73531,22.25,10%
341335004930,11%,60%,79%,72460,21.86,7%
341341003182,5%,90%,79%,93417,27.45,7%
341353005634,12%,59%,67%,65074,18.42,42%
341356000724,6%,86%,79%,126667,23.25,1%
341356000726,8%,84%,81%,176786,24.23,0%
341359000730,5%,93%,97%,163068,22.74,3%
341362001230,14%,65%,63%,65721,22.11,19%
341365004486,5%,92%,98%,151250,24.11,5%
341368003826,3%,85%,91%,88304,20.62,9%
341375004084,6%,88%,97%,140000,21.74,23%
341377000742,9%,54%,80%,72083,21.25,17%
341380000754,5%,67%,88%,63929,19.98,31%
341383000764,5%,96%,97%,140066,26.11,1%
341401001234,10%,38%,50%,57250,20.10,34%
341428005650,21%,64%,56%,43182,16.05,55%
341431005664,10%,60%,76%,60256,19.81,29%
341434004524,5%,84%,93%,119207,22.55,5%
341440004094,7%,91%,83%,132679,24.40,0%
341446000810,7%,74%,67%,73308,22.64,1%
341449000824,6%,60%,90%,74830,19.30,15%
341455005090,37%,19%,4%,16629,17.64,69%
341464003580,9%,70%,76%,81779,21.23,24%
341467005676,8%,74%,90%,101429,23.33,4%
341485002900,7%,71%,68%,85116,21.06,24%
341494004100,5%,75%,86%,95428,21.94,1%
341509005284,7%,63%,84%,71176,23.13,9%
341512000154,9%,66%,82%,77117,19.44,33%
341521003610,5%,79%,83%,115464,24.43,8%
341530003036,6%,59%,79%,101833,22.94,12%
341533002422,6%,94%,97%,166875,23.01,20%
341536003632,8%,66%,90%,96648,20.59,13%
341539003648,13%,57%,71%,75283,19.18,32%
341545002630,12%,47%,70%,63818,20.45,24%
341548004710,18%,46%,56%,44964,21.59,18%
341551005396,5%,84%,89%,140078,23.52,2%
341554003660,5%,56%,94%,73947,22.03,10%
341563000213,6%,75%,84%,88864,21.59,9%
341590005708,4%,92%,93%,101215,25.62,12%
341608000840,8%,85%,95%,112500,20.10,19%
341611000864,5%,84%,92%,100342,27.23,3%
341623004722,11%,57%,69%,57639,22.20,18%
341623004724,9%,58%,76%,85733,21.47,22%
341623005919,8%,55%,65%,74280,21.74,20%
341629000449,18%,32%,37%,22875,14.90,66%
341629003072,12%,40%,11%,32805,16.93,75%
341629003200,18%,32%,34%,25275,15.32,78%
341638003059,12%,38%,42%,39906,17.42,89%
341647000557,7%,61%,68%,72821,21.11,24%
341650005742,13%,67%,59%,83438,18.86,24%
341656004124,8%,70%,69%,102250,23.30,6%
341671005422,11%,62%,84%,96932,22.13,10%
341674002448,4%,83%,92%,100050,23.25,1%
341680001902,8%,51%,53%,52813,21.03,51%
341686000888,7%,86%,90%,117500,21.96,1%
341687005949,7%,71%,80%,72237,22.35,15%
341689004132,6%,71%,68%,84250,23.16,11%
341692000898,6%,52%,62%,48618,20.93,24%
341697005878,9%,49%,59%,55547,21.91,14%
341707002640,8%,64%,81%,70804,21.91,14%
341710000549,7%,86%,89%,107835,23.06,3%
341722005320,7%,75%,94%,119250,24.57,2%
341728004964,8%,77%,80%,123225,23.03,7%
341728004966,15%,72%,80%,67115,23.16,6%
341731002928,9%,64%,60%,55242,22.20,47%
341743002662,13%,61%,59%,59479,21.47,20%
341746002462,4%,86%,93%,194536,23.55,2%
341752004996,8%,62%,93%,120071,21.06,10%
341755004550,8%,75%,79%,94404,24.43,1%
341755004552,7%,91%,82%,129919,24.67,1%
341758002938,13%,55%,33%,38153,17.95,75%
341761002468,4%,80%,92%,101250,20.59,32%
341770000191,7%,90%,90%,129497,27.26,3%
341770003258,9%,94%,99%,167778,27.38,3%
341776005764,10%,87%,86%,131844,25.65,2%
341782000906,6%,80%,92%,128571,22.59,6%
341794001768,17%,34%,63%,28304,17.86,65%
341800001264,23%,65%,50%,85221,17.03,35%
341806000437,11%,59%,76%,67656,18.47,41%
341812003668,6%,76%,97%,94297,21.42,22%
341812003670,10%,70%,85%,87250,21.79,30%
341812003672,6%,67%,85%,98661,20.27,34%
341815002688,9%,62%,68%,69333,19.93,54%
341830000922,7%,68%,72%,96772,20.81,18%
341833005114,7%,70%,61%,82212,22.28,15%
360005404452,12%,81%,24%,47993,20.91,76%
360005904803,6%,60%,62%,55472,19.18,38%
360007600695,4%,89%,70%,72009,18.47,63%
360007601275,9%,82%,73%,71641,17.71,78%
360007603680,1%,32%,40%,23036,16.27,84%
360007604873,13%,47%,30%,38235,27.65,20%
360007605614,6%,85%,89%,78300,16.86,79%
360007605621,21%,34%,19%,17972,28.06,23%
360007700116,5%,88%,100%,82296,19.47,69%
360007700582,4%,89%,44%,87802,15.78,84%
360007700584,5%,96%,90%,145875,21.37,62%
360007700585,4%,92%,90%,108736,17.44,72%
360007700586,4%,92%,90%,108736,16.37,99%
360007700595,5%,97%,80%,104583,15.49,85%
360007700691,10%,90%,72%,105427,18.83,100%
360007700692,6%,95%,85%,122031,16.12,73%
360007700700,6%,95%,85%,122031,19.18,73%
360007701297,4%,92%,90%,108736,20.93,50%
360007701299,3%,95%,82%,144097,17.44,75%
360007701713,12%,48%,,12479,18.32,66%
360007701720,10%,90%,72%,105427,22.59,19%
360007701723,10%,84%,96%,67369,21.74,29%
360007702034,2%,68%,67%,46696,17.27,69%
360007702856,5%,96%,90%,145875,24.23,56%
360007702857,9%,77%,28%,67578,24.89,31%
360007702862,9%,89%,88%,104252,22.99,34%
360007702871,9%,77%,28%,67578,23.55,65%
360007702877,3%,94%,90%,196027,32.36,34%
360007703705,6%,91%,51%,87363,18.30,69%
360007704729,6%,95%,85%,122031,17.10,78%
360007705084,6%,92%,86%,97600,27.65,21%
360007705085,6%,95%,85%,122031,24.69,36%
360007705499,6%,54%,74%,48243,15.90,99%
360007705500,10%,84%,96%,67369,15.71,99%
360007705532,6%,54%,74%,48243,22.96,82%
360007705560,3%,91%,79%,170455,18.88,59%
360007705622,10%,84%,96%,67369,18.00,73%
360007705623,6%,54%,74%,48243,16.61,64%
360007705624,10%,84%,96%,67369,18.52,83%
360007705625,6%,50%,70%,30294,18.05,69%
360007705626,10%,84%,96%,67369,17.98,73%
360007705764,6%,95%,85%,122031,17.39,75%
360007705769,10%,84%,96%,67369,14.56,99%
360007705770,6%,54%,74%,48243,16.07,74%
360007705771,6%,54%,74%,48243,17.59,99%
360007706065,3%,95%,83%,83125,22.16,39%
360007706077,10%,94%,82%,105449,19.03,59%
360007706105,10%,94%,82%,105449,18.39,78%
360007706108,4%,89%,44%,87802,16.88,74%
360007706126,10%,84%,96%,67369,16.00,99%
360007706178,5%,97%,80%,104583,13.63,87%
360007706191,10%,94%,82%,105449,14.83,84%
360007706193,4%,89%,44%,87802,16.10,67%
360007706251,10%,84%,96%,67369,18.35,99%
360007800592,5%,95%,89%,121414,25.48,23%
360007800687,10%,63%,44%,48781,16.03,99%
360007804458,6%,94%,81%,158679,25.84,24%
360007805113,6%,94%,81%,158679,17.25,83%
360007805114,6%,94%,81%,158679,17.66,88%
360007805505,6%,94%,81%,158679,24.08,55%
360007805627,10%,63%,44%,48781,15.83,72%
360007805630,6%,94%,81%,158679,16.73,74%
360007805774,6%,94%,81%,158679,15.59,79%
360007806146,7%,91%,92%,92019,16.78,85%
360007806148,7%,91%,92%,92019,15.59,87%
360007806185,7%,91%,92%,92019,20.86,41%
360007900579,13%,30%,44%,22109,14.32,99%
360007900593,12%,53%,28%,32024,17.98,81%
360007900638,14%,54%,24%,20607,20.15,81%
360007902919,12%,49%,38%,34412,19.96,73%
360007902929,12%,49%,38%,34412,15.61,83%
360007904518,5%,54%,52%,30023,22.84,72%
360008005528,22%,41%,30%,28757,20.23,65%
360008100701,26%,64%,39%,37003,19.27,68%
360008102938,15%,77%,53%,40280,15.27,79%
360008105115,23%,64%,48%,33750,16.37,71%
360008105116,13%,67%,29%,42893,28.50,39%
360008105639,15%,77%,53%,40280,17.95,84%
360008105934,6%,50%,29%,36921,15.93,79%
360008105944,8%,42%,16%,29457,24.87,47%
360008105945,6%,50%,29%,36921,14.17,77%
360008205526,8%,42%,16%,29457,18.25,74%
360008301265,21%,56%,47%,37593,14.95,91%
360008303681,15%,45%,23%,28302,15.10,90%
360008303685,15%,45%,23%,28302,15.46,86%
360008303691,15%,45%,23%,28302,16.34,72%
360008303692,15%,45%,23%,28302,15.46,88%
360008304305,,,,,19.20,75%
360008305784,27%,54%,33%,32214,19.88,76%
360008305878,14%,65%,21%,39044,15.88,87%
360008305909,14%,39%,30%,33301,18.08,100%
360008400749,18%,47%,28%,39792,18.08,81%
360008400757,17%,32%,42%,20678,19.25,73%
360008401338,21%,32%,25%,20233,15.49,84%
360008405180,21%,32%,25%,20233,15.54,83%
360008405187,18%,47%,28%,39792,15.24,91%
360008405189,12%,81%,24%,47993,14.98,86%
360008405504,21%,32%,25%,20233,16.42,88%
360008405512,12%,81%,24%,47993,16.64,83%
360008405517,12%,81%,24%,47993,16.17,90%
360008405650,18%,33%,14%,18516,17.27,92%
360008405873,21%,32%,25%,20233,13.61,92%
360008501964,15%,45%,70%,42595,17.56,64%
360008502968,15%,38%,24%,24583,15.71,80%
360008505186,9%,52%,29%,44836,15.44,99%
360008505652,34%,27%,9%,16371,17.17,99%
360008505653,9%,43%,37%,32354,15.88,80%
360008505654,9%,52%,29%,44836,16.68,99%
360008505659,15%,45%,70%,42595,16.49,99%
360008505661,9%,52%,29%,44836,15.93,99%
360008505789,12%,61%,33%,50388,16.39,77%
360008505876,15%,38%,24%,24583,15.20,87%
360008505984,9%,52%,29%,44836,17.69,99%
360008505985,9%,43%,37%,32354,17.64,70%
360008600795,21%,35%,52%,28988,15.17,84%
360008602961,16%,48%,44%,36181,16.76,82%
360008604879,16%,41%,34%,22839,13.66,92%
360008605175,16%,41%,34%,22839,15.54,87%
360008605176,14%,34%,46%,31309,14.63,99%
360008605177,14%,34%,46%,31309,17.74,99%
360008605178,14%,34%,46%,31309,13.80,99%
360008605547,16%,41%,34%,22839,15.59,87%
360008605668,24%,34%,16%,17300,15.81,82%
360008605669,14%,34%,46%,31309,16.37,99%
360008605670,16%,41%,31%,23529,16.66,69%
360008605673,21%,45%,49%,30330,18.00,83%
360008605693,16%,41%,34%,22839,16.37,84%
360008605791,19%,36%,41%,23674,16.25,85%
360008605793,21%,45%,49%,30330,16.86,86%
360008605794,19%,36%,41%,23674,20.89,75%
360008605861,21%,45%,49%,30330,15.42,88%
360008605865,16%,48%,44%,36181,17.37,84%
360008605882,14%,34%,46%,31309,15.73,99%
360008605981,21%,39%,20%,17664,14.15,94%
360008701922,20%,43%,67%,50669,30.48,33%
360008701940,10%,68%,64%,59461,18.44,72%
360008702513,8%,90%,83%,92869,20.89,47%
360008704473,17%,47%,26%,28015,17.56,83%
360008705181,19%,43%,36%,36481,14.83,85%
360008705182,21%,36%,38%,21190,16.98,81%
360008705183,21%,36%,38%,21190,16.51,81%
360008705184,21%,36%,38%,21190,14.71,85%
360008705185,21%,36%,38%,21190,16.54,85%
360008705188,17%,47%,26%,28015,18.13,87%
360008705190,20%,43%,67%,50669,29.68,22%
360008705496,17%,47%,26%,28015,15.63,77%
360008705556,19%,43%,36%,36481,17.71,76%
360008705557,19%,43%,36%,36481,17.15,79%
360008705674,21%,36%,38%,21190,16.15,89%
360008705676,17%,47%,26%,28015,16.47,76%
360008705677,20%,49%,24%,36656,17.52,99%
360008705678,17%,47%,26%,28015,15.93,82%
360008705796,16%,29%,39%,24612,17.03,99%
360008705799,19%,43%,36%,36481,13.46,95%
360008705938,19%,43%,36%,36481,15.90,92%
360008705943,21%,36%,38%,21190,17.08,79%
360008801963,13%,54%,32%,35096,16.49,63%
360008805179,11%,53%,52%,44601,17.34,64%
360008805541,12%,53%,32%,28832,17.76,60%
360008805543,15%,65%,18%,47625,15.20,99%
360008805568,15%,65%,18%,47625,16.78,99%
360008805680,13%,54%,32%,35096,17.15,70%
360008805681,15%,65%,18%,47625,16.88,99%
360008805683,15%,65%,18%,47625,17.03,99%
360008805684,15%,65%,18%,47625,16.34,99%
360008805685,12%,53%,32%,28832,20.10,69%
360008805686,15%,65%,18%,47625,15.63,99%
360008805687,12%,53%,32%,28832,17.42,75%
360008805803,16%,54%,19%,35329,15.73,94%
360008805804,16%,54%,19%,35329,16.47,63%
360008805810,16%,54%,19%,35329,16.47,74%
360008806245,12%,53%,32%,28832,13.93,94%
360008806270,12%,53%,32%,28832,17.69,75%
360009001327,18%,40%,14%,20671,13.83,99%
360009001332,20%,24%,15%,23750,15.27,81%
360009001341,17%,26%,23%,17708,14.39,84%
360009001767,17%,26%,23%,17708,14.39,98%
360009005679,23%,34%,46%,23883,17.05,87%
360009005689,16%,41%,34%,22839,15.85,87%
360009005792,23%,34%,46%,23883,15.22,86%
360009005805,17%,26%,23%,17708,17.74,80%
360009005809,10%,35%,37%,29254,15.85,85%
360009005970,21%,39%,6%,19396,16.22,99%
360009006030,17%,26%,23%,17708,12.36,99%
360009006160,17%,26%,23%,17708,18.39,71%
360009006163,16%,41%,34%,22839,15.22,85%
360009006275,23%,34%,46%,23883,15.22,81%
360009006276,17%,26%,23%,17708,18.22,87%
360009100867,22%,35%,19%,20169,16.37,69%
360009101371,22%,35%,19%,20169,15.63,99%
360009102315,7%,84%,76%,93393,20.45,47%
360009102478,9%,74%,46%,55050,15.83,77%
360009102781,8%,74%,58%,52083,13.49,79%
360009105508,7%,71%,43%,54801,20.59,45%
360009105698,5%,93%,69%,103500,18.64,62%
360009105812,22%,35%,19%,20169,15.10,74%
360009105928,5%,93%,69%,103500,16.76,73%
360009105962,8%,65%,83%,47670,15.10,79%
360009201377,6%,95%,59%,116058,15.83,76%
360009203389,6%,95%,59%,116058,17.34,83%
360009204497,9%,85%,83%,104728,18.42,63%
360009204889,7%,98%,88%,108715,17.54,77%
360009204890,6%,95%,59%,116058,17.03,69%
360009205497,4%,92%,61%,90341,16.76,62%
360009205529,7%,98%,88%,108715,16.03,68%
360009205531,7%,98%,88%,108715,17.52,79%
360009206111,13%,38%,76%,43942,15.93,79%
360009206292,7%,98%,88%,108715,23.89,35%
360009401921,19%,62%,33%,51410,16.25,74%
360009404079,15%,41%,22%,43942,16.37,78%
360009405927,12%,49%,29%,41154,15.81,99%
360009406122,21%,54%,34%,40093,15.90,98%
360009500882,15%,61%,41%,36798,21.96,61%
360009505510,12%,69%,45%,48239,19.44,75%
360009505514,18%,56%,46%,42794,15.85,75%
360009505516,17%,47%,42%,43702,21.03,67%
360009505523,18%,56%,46%,42794,17.20,77%
360009505709,12%,69%,45%,48239,16.68,82%
360009505710,12%,69%,45%,48239,15.76,81%
360009505712,18%,56%,46%,42794,12.70,99%
360009505713,18%,56%,46%,42794,15.56,84%
360009505714,17%,47%,42%,43702,15.05,79%
360009505715,17%,47%,42%,43702,15.46,69%
360009505885,17%,47%,42%,43702,15.46,81%
360009505916,17%,47%,42%,43702,16.05,72%
360009506200,12%,57%,36%,40938,16.73,88%
360009506273,12%,57%,36%,40938,18.61,67%
360009605956,13%,61%,53%,73750,16.42,80%
360009605957,6%,71%,67%,78063,15.78,76%
360009605959,14%,31%,28%,44375,15.32,70%
360009605964,6%,71%,67%,78063,14.95,78%
360009605966,13%,61%,53%,73750,15.78,81%
360009605967,13%,61%,53%,73750,16.32,72%
360009606023,8%,54%,54%,53854,17.22,83%
360009606042,6%,71%,67%,78063,15.90,74%
360009606052,8%,54%,54%,53854,15.44,75%
360009606054,13%,61%,53%,73750,15.93,72%
360009606059,8%,54%,54%,53854,16.47,77%
360009700827,12%,48%,57%,54583,15.56,89%
360009705537,19%,40%,47%,41990,19.22,75%
360009705552,19%,40%,47%,41990,15.63,94%
360009705555,19%,40%,47%,41990,14.56,99%
360009705562,12%,48%,57%,54583,15.51,91%
360009705866,19%,40%,47%,41990,14.78,99%
360009801791,6%,44%,98%,39773,19.47,67%
360009801959,13%,60%,59%,57426,18.27,66%
360009802038,4%,46%,77%,41625,17.32,66%
360009803154,8%,50%,50%,47333,16.90,100%
360009804895,6%,44%,98%,39773,15.63,99%
360009804896,6%,44%,98%,39773,16.27,99%
360009805828,6%,44%,98%,39773,20.01,69%
360009805829,6%,44%,98%,39773,18.22,65%
360009806004,6%,44%,98%,39773,26.94,34%
360009806028,9%,29%,59%,41339,17.91,71%
360009806084,9%,29%,59%,41339,13.05,87%
360009806278,5%,56%,52%,46962,20.05,56%
360009901917,4%,76%,73%,92222,21.40,60%
360009901919,10%,61%,94%,64762,23.01,44%
360009901953,9%,66%,81%,77645,22.45,60%
360009902030,2%,63%,78%,71950,16.29,59%
360009905536,0%,45%,83%,101016,18.59,50%
360010001414,13%,70%,91%,63750,22.20,59%
360010001951,7%,87%,91%,67744,21.40,53%
360010001965,11%,56%,73%,46607,18.42,72%
360010005297,,,,,29.21,48%
360010005534,24%,42%,34%,37989,17.47,61%
360010005832,11%,56%,73%,46607,17.32,99%
360010005935,18%,48%,29%,56346,20.79,64%
360010006005,9%,61%,55%,42000,18.76,73%
360010006174,9%,61%,55%,42000,16.66,69%
360010006209,5%,66%,86%,83636,19.10,48%
360010006213,9%,61%,55%,42000,16.64,80%
360010006283,9%,61%,55%,42000,20.05,69%
360010101408,5%,66%,49%,69318,16.42,69%
360010101409,5%,66%,49%,69318,15.81,54%
360010101411,5%,66%,49%,69318,16.07,52%
360010101413,5%,66%,49%,69318,16.29,62%
360010105733,10%,54%,31%,62411,16.25,68%
360010105734,10%,54%,31%,62411,18.10,61%
360010105833,10%,54%,31%,62411,17.56,61%
360010105834,22%,65%,40%,59196,17.25,62%
360010105875,10%,54%,31%,62411,16.66,60%
360010106220,13%,55%,67%,82750,17.49,62%
360010201821,7%,69%,71%,46681,18.03,83%
360010202022,7%,79%,87%,70932,17.76,69%
360010202562,7%,69%,71%,46681,20.79,59%
360010202887,17%,36%,32%,25625,18.66,63%
360010204894,10%,65%,66%,59559,23.28,28%
360010205511,7%,86%,83%,118563,18.00,72%
360010205735,7%,51%,90%,54779,27.53,31%
360010205948,15%,72%,90%,48177,20.05,67%
360010206070,9%,88%,73%,82470,18.96,55%
360010301827,4%,69%,89%,98056,20.27,37%
360010301939,10%,61%,54%,60352,19.18,65%
360010302035,7%,68%,91%,92292,18.91,47%
360010302850,7%,52%,68%,54231,17.91,58%
360010302878,5%,70%,95%,100556,21.01,46%
360010302883,9%,64%,79%,90455,20.62,24%
360010305835,5%,61%,65%,61806,20.01,31%
360010306024,5%,61%,65%,61806,18.91,38%
360010905641,8%,64%,55%,42689,15.27,78%
360011105662,13%,35%,14%,17500,19.40,73%
360011505705,17%,34%,16%,20943,16.81,78%
360011900892,5%,44%,91%,31685,14.61,81%
360011902291,5%,44%,91%,31685,14.56,99%
360011903074,14%,72%,91%,72891,15.42,85%
360011903078,14%,72%,91%,72891,16.05,82%
360011903091,14%,72%,91%,72891,19.13,76%
360011905699,7%,91%,97%,84739,16.39,71%
360011905703,7%,91%,97%,84739,17.42,71%
360011905704,7%,91%,97%,84739,18.49,72%
360011905896,15%,51%,42%,25775,16.03,82%
360011905929,15%,51%,42%,25775,26.55,56%
360011905933,15%,51%,42%,25775,15.24,81%
360011906080,6%,93%,73%,95714,16.76,86%
360012000813,8%,33%,17%,29950,19.27,74%
360012005716,20%,38%,25%,14154,14.85,78%
360012005717,20%,38%,25%,14154,15.59,73%
360012005718,20%,38%,25%,14154,15.68,86%
360012005719,20%,38%,25%,14154,15.71,82%
360012005884,13%,56%,69%,60319,16.34,72%
360012005931,9%,42%,51%,43385,12.61,92%
360012006031,14%,52%,71%,62070,14.88,82%
360012006045,14%,52%,71%,62070,15.46,78%
360012006046,14%,52%,71%,62070,15.76,73%
360012006118,23%,31%,23%,30564,15.93,80%
360012105242,11%,45%,11%,37991,16.29,75%
360012105721,13%,51%,22%,40526,16.20,77%
360012105722,11%,45%,11%,37991,16.64,83%
360012200954,19%,51%,88%,46731,18.57,71%
360012201950,13%,49%,75%,50452,17.71,63%
360012202014,3%,61%,96%,53882,18.64,63%
360012204485,9%,75%,95%,81250,29.16,36%
360012205727,7%,43%,74%,32094,16.56,86%
360012205830,14%,56%,88%,52961,21.57,44%
360012205869,6%,70%,85%,60677,20.74,35%
360012205879,9%,40%,71%,24818,20.81,67%
360012301912,16%,57%,51%,65680,14.95,66%
360012302013,12%,37%,65%,55339,16.93,79%
360012302863,8%,53%,63%,58209,16.93,77%
360012305730,9%,54%,61%,57725,17.15,71%
360012305731,7%,55%,31%,54496,17.86,99%
360012305831,7%,55%,31%,54496,24.96,43%
360012305899,11%,54%,49%,53333,20.03,54%
360012305999,9%,54%,61%,57725,14.85,74%
360012306047,8%,53%,58%,66518,17.95,66%
360012306079,9%,54%,61%,57725,17.59,70%
360012306194,7%,55%,31%,54496,14.95,99%
360012306277,7%,55%,31%,54496,16.51,99%
360014105778,13%,30%,44%,22109,19.96,68%
360014305781,13%,65%,23%,25608,19.64,81%
360014705821,7%,66%,41%,35660,19.03,65%
